3.637189422,-3.034878219,1.146128036,0,0,0,0,0.602059991,-3.035129431,0.301029996,-3.336159426,-0.299610782,6.672067641
2.932980822,-3.118333035,0.301029996,1.230448921,-1.702531901,0.477121255,-2.455859567,0,0,0,0,-0.542992919,6.051313857
3.627365857,-3.002889283,1.301029996,0,0,0,0,1.041392685,-2.585973171,1.204119983,-2.423245874,-0.366762045,6.63025514
3.498172661,-3.023043249,0.77815125,1.447158031,-2.051014629,1.079181246,-2.418991415,0.477121255,-3.021051406,0.84509804,-2.653074621,-0.181476558,6.52121591
3.391288049,-3.050548269,0.602059991,1.579783597,-1.811504452,1.431363764,-1.959924284,0,-3.391288049,0.301029996,-3.090258053,-0.284267137,6.441836317
3.765891976,-3.036138846,0.301029996,1.982271233,-1.783620743,1.792391689,-1.973500287,1.342422681,-2.423469296,0.301029996,-3.464861981,-0.182274134,6.802030823
3.609807769,-3.019079751,1.204119983,1.672097858,-1.937709911,1.568201724,-2.041606045,1.079181246,-2.530626523,1,-2.609807769,-0.36505766,6.62888752
3.188084374,-3.011799099,0.301029996,1.672097858,-1.515986516,0.954242509,-2.233841864,0,0,0,-3.188084374,-0.342690335,6.199883473
3.868703202,-3.017293782,0.602059991,2.301029996,-1.567673207,2.318063335,-1.550639867,0.301029996,-3.567673207,0.903089987,-2.965613215,-0.209459475,6.885996985
3.204662512,-3.000708336,0.301029996,1.643452676,-1.561209835,0.602059991,-2.60260252,0,0,0,-3.204662512,-0.404221065,6.205370848
3.701222484,-3.03164705,0.77815125,1.949390007,-1.751832478,1.707570176,-1.993652308,0.954242509,-2.746979975,0.477121255,-3.22410123,-0.172394511,6.732869534
3.184407485,-2.988222297,0.301029996,0.77815125,-2.406256235,1.113943352,-2.070464133,0,0,0,-3.184407485,-0.316528323,6.172629782
3.512016969,-3.070083227,1,1.892094603,-1.619922367,1.799340549,-1.71267642,1.380211242,-2.131805728,0.301029996,-3.210986974,-0.20413608,6.582100197
3.534406899,-3.052383441,0.602059991,1.568201724,-1.966205175,1.301029996,-2.233376903,1.51851394,-2.015892959,0,-3.534406899,-0.220510491,6.586790341
3.654369091,-3.034953445,0.301029996,1.397940009,-2.256429082,1.431363764,-2.223005327,0,0,0.301029996,-3.353339095,-0.164670587,6.689322536
3.263162465,-3.050328907,0.301029996,0,0,0,0,0,0,0,0,-0.375978996,6.313491372
3.448397103,-3.020172045,1.079181246,1.886490725,-1.561906378,1.919078092,-1.529319011,0.301029996,-3.147367108,0.477121255,-2.971275849,-0.425140454,6.468569148
3.588383768,-3.033264059,1.342422681,1.913813852,-1.674569916,2.123851641,-1.464532127,1.579783597,-2.008600172,0.301029996,-3.287353773,-0.515083672,6.621647827
3.721480855,-3.037823314,0.903089987,2.301029996,-1.420450859,2.217483944,-1.503996911,1.278753601,-2.442727254,0.903089987,-2.818390868,-0.234240305,6.759304169
3.899929883,-3.065455049,1.079181246,1.934498451,-1.965431431,1.949390007,-1.950539876,0,0,1,-2.899929883,-0.155967379,6.965384932
3.674769314,-3.026466045,1.146128036,2.133538908,-1.541230406,1.968482949,-1.706286365,0.903089987,-2.771679327,0.698970004,-2.97579931,-0.287610248,6.701235359
3.494711025,-3.001079944,1.079181246,1.491361694,-2.003349331,1.342422681,-2.152288344,0.301029996,-3.19368103,0.301029996,-3.19368103,-0.432661104,6.495790969
3.78490245,-3.07853581,0.903089987,2.025305865,-1.759596585,1.86332286,-1.92157959,0.301029996,-3.483872454,0.301029996,-3.483872454,-0.389778337,6.86343826
3.71189155,-3.057748637,0.903089987,2.173186268,-1.538705281,2.187520721,-1.524370829,1.361727836,-2.350163714,0.477121255,-3.234770295,-0.17947963,6.769640187
2.999130541,-3.078645663,0.301029996,1,-1.999130541,0.698970004,-2.300160537,0,0,0,-2.999130541,-0.412268384,6.077776205
3.432006687,-3.06274771,1.301029996,1.929418926,-1.502587762,1.838849091,-1.593157597,0,0,0,0,-0.550366984,6.494754397
3.686725621,-3.078449957,0.77815125,1.740362689,-1.946362932,1.633468456,-2.053257165,0.301029996,-3.385695625,0,-3.686725621,-0.375161586,6.765175578
3.537063143,-3.080728488,0.77815125,1.672097858,-1.864965285,1.414973348,-2.122089795,0.477121255,-3.059941888,0,0,-0.387504961,6.61779163
3.632254777,-3.078678008,0.602059991,2.100370545,-1.531884232,1.949390007,-1.68286477,1.278753601,-2.353501176,0.477121255,-3.155133522,-0.192025263,6.710932785
3.737987326,-3.002419659,1.380211242,1.763427994,-1.974559333,1.785329835,-1.952657491,0.903089987,-2.834897339,0.602059991,-3.135927335,-0.455237789,6.740406985
3.728678367,-2.994993578,1.342422681,2.217483944,-1.511194423,2.158362492,-1.570315875,1.041392685,-2.687285682,0.84509804,-2.883580327,-0.456676082,6.723671944
3.80016699,-3.054947968,1,2.201397124,-1.598769866,1.949390007,-1.850776984,1.62324929,-2.1769177,0.903089987,-2.897077003,-0.203957556,6.855114959
3.54740546,-3.01795941,1.146128036,1.672097858,-1.875307602,1.568201724,-1.979203736,0.903089987,-2.644315473,0.602059991,-2.945345468,-0.452954272,6.56536487
3.585122186,-3.092198366,0.602059991,1.662757832,-1.922364355,1.653212514,-1.931909673,1.113943352,-2.471178834,0.301029996,-3.284092191,-0.461017915,6.677320552
3.655042341,-3.060590692,1.255272505,1.875061263,-1.779981078,1.51851394,-2.136528401,1.477121255,-2.177921087,0.301029996,-3.354012346,-0.343683617,6.715633033
3.460296327,-3.052887967,1,1.591064607,-1.86923172,1.322219295,-2.138077032,0,0,0,-3.460296327,-0.206235212,6.513184294
3.931305281,-3.0334092,0.301029996,2.472756449,-1.458548832,2.348304863,-1.583000418,1.544068044,-2.387237237,0.954242509,-2.977062772,-0.198812305,6.964714482
3.649334859,-3.060555564,1.146128036,2.11058971,-1.538745148,1.832508913,-1.816825946,1.544068044,-2.105266814,0.602059991,-3.047274867,-0.29810326,6.709890423
2.924279286,-3.047698013,0.301029996,1,-1.924279286,0.84509804,-2.079181246,0,0,0,0,-0.339683024,5.971977299
3.342620043,-3.064373441,0.602059991,1.431363764,-1.911256278,1.176091259,-2.166528783,0,-3.342620043,0,-3.342620043,-0.291254533,6.406993483
3.446537167,-3.017244025,1.079181246,1.51851394,-1.928023227,1.544068044,-1.902469123,1.230448921,-2.216088246,0.602059991,-2.844477176,-0.548415131,6.463781192
2.926856709,-3.045760317,0.301029996,0.698970004,-2.227886705,0.602059991,-2.324796718,0,0,0,0,-0.33951434,5.972617026
